0.5 0.00000199 -1
1.5 0.00000133 -1
2.5 0.00002476 -1
3.5 0.00001619 -1
4.5 0.00003012 -1
5.5 0.00006913 -1
6.5 0.00005941 -1
7.5 0.00006792 -1
8.5 0.00004127 -1
9.5 0.00005189 -1
10.5 0.00001891 -1
11.5 0.00001379 -1
12.5 0.00000873 -1
13.5 0.00000838 -1
14.5 0.00002267 -1
15.5 0.00002062 -1
16.5 0.000042 -1
17.5 0.0001768 -1
18.5 0.00007212 -1
19.5 0.00006177 -1
20.5 0.00002562 -1
21.5 0.00001782 -1
22.5 0.00003904 -1
23.5 0.00002086 -1
24.5 0.00004867 -1
25.5 0.00007546 -1
26.5 0.00001802 -1
27.5 0.00003818 -1
28.5 0.00002714 -1
29.5 0.00001666 -1
30.5 0.0004867 -1
31.5 0.00006991 -1
32.5 0.0000385 -1
33.5 0.00003807 -1
34.5 0.00004067 -1
35.5 0.00003148 -1
36.5 0.00004249 -1
37.5 0.00001275 -1
38.5 0.00000547 -1
39.5 0.0000048 -1
40.5 0.00000806 -1
41.5 0.00000483 -1
42.5 0.00000442 -1
43.5 0.00000847 -1
44.5 0.00000405 -1
45.5 0.00000366 -1
46.5 0.00001266 -1
47.5 0.00000525 -1
48.5 0.00000891 -1
49.5 0.00001705 -1
50.5 0.00001341 -1
51.5 0.00000445 -1
52.5 0.00000468 -1
53.5 0.00000577 -1
54.5 0.00000407 -1
55.5 0.00001793 -1
56.5 0.00000523 -1
57.5 0.00000495 -1
58.5 0.00002719 -1
59.5 0.00000646 -1
60.5 0.00001782 -1
61.5 0.00000818 -1
62.5 0.00003361 -1
63.5 0.00000804 -1
64.5 0.00000205 -1
65.5 0.00000149 -1
66.5 0.00000144 -1
67.5 0.00000143 -1
68.5 0.00000486 -1
69.5 0.00000342 -1
70.5 0.00000979 -1
71.5 0.00000415 -1
72.5 0.00000282 -1
73.5 0.00000367 -1
74.5 0.00000452 -1
75.5 0.00000729 -1
76.5 0.00001903 -1
77.5 0.00001393 -1
78.5 0.00002328 -1
79.5 0.00001151 -1
80.5 0.00001079 -1
81.5 0.00001226 -1
82.5 0.00001812 -1
83.5 0.00003361 -1
84.5 0.0000225 -1
85.5 0.00002506 -1
86.5 0.00002656 -1
87.5 0.00003162 -1
88.5 0.00003614 -1
89.5 0.00004395 -1
90.5 0.00005207 -1
91.5 0.00004032 -1
92.5 0.00001422 -1
93.5 0.00001272 -1
94.5 0.00000902 -1
95.5 0.00000571 -1
96.5 0.00000594 -1
97.5 0.000102 -1
98.5 0.00001202 -1
99.5 0.00001855 -1
100.5 0.00000755 -1
101.5 0.00000873 -1
102.5 0.00007169 -1
103.5 0.00007455 -1
104.5 0.00001205 -1
105.5 0.0000102 -1
106.5 0.00000974 -1
107.5 0.00001036 -1
108.5 0.00001729 -1
109.5 0.00001163 -1
110.5 0.00001241 -1
111.5 0.00001279 -1
112.5 0.00001213 -1
113.5 0.00001088 -1
114.5 0.00000736 -1
115.5 0.0000121 -1
116.5 0.00001368 -1
117.5 0.00005026 -1
118.5 0.0000154 -1
119.5 0.00004652 -1
119.55 0.00004485 -1
119.6 0.00004273 -1
119.65 0.00004144 -1
119.7 0.0000412 -1
119.75 0.00004208 -1
119.8 0.00004394 -1
119.85 0.00004636 -1
119.9 0.00004876 -1
119.95 0.00005054 -1
120. 0.00005114 -1
120.05 0.00005028 -1
120.1 0.00004826 -1
120.15 0.00004581 -1
120.2 0.00004365 -1
120.25 0.00004259 -1
120.3 0.00004588 -1
120.35 0.00005933 -1
120.4 0.00008741 -1
120.45 0.0001325 -1
120.5 0.000189 -1
120.55 0.0002427 -1
120.6 0.0002787 -1
120.65 0.0002866 -1
120.7 0.0002611 -1
120.75 0.0002124 -1
120.8 0.0001595 -1
120.85 0.0001149 -1
120.9 0.00008528 -1
120.95 0.00007382 -1
121. 0.00007688 -1
121.05 0.00008847 -1
121.1 0.0001099 -1
121.15 0.0001624 -1
121.2 0.0003699 -1
121.25 0.00108 -1
121.3 0.002746 -1
121.35 0.005602 -1
121.4 0.009423 -1
121.45 0.0135 -1
121.5 0.01679 -1
121.55 0.01821 -1
121.6 0.01724 -1
121.65 0.01427 -1
121.7 0.0103 -1
121.75 0.006427 -1
121.8 0.003387 -1
121.85 0.001506 -1
121.9 0.0006257 -1
121.95 0.0003032 -1
122. 0.000187 -1
122.05 0.0001308 -1
122.1 0.00009814 -1
122.15 0.00007843 -1
122.2 0.00006595 -1
122.25 0.00005727 -1
122.3 0.00005101 -1
122.35 0.00004639 -1
122.4 0.00004288 -1
122.45 0.00004015 -1
122.5 0.00003796 -1
122.55 0.00003617 -1
122.6 0.00003489 -1
122.65 0.00003403 -1
122.7 0.00003333 -1
122.75 0.00003272 -1
122.8 0.0000322 -1
122.85 0.00003153 -1
122.9 0.00003066 -1
122.95 0.00002985 -1
123. 0.00002911 -1
